contact freq, node20_winners3_RT_RW_RSC_RC, node20_winners6_RT_RW_RSC_RC, node20_winners9_RT_RW_RSC_RC, node30_winners3_RT_RW_RSC_RC, node30_winners6_RT_RW_RSC_RC, node30_winners9_RT_RW_RSC_RC, node40_winners3_RT_RW_RSC_RC, node40_winners6_RT_RW_RSC_RC, node40_winners9_RT_RW_RSC_RC, node50_winners3_RT_RW_RSC_RC, node50_winners6_RT_RW_RSC_RC, node50_winners9_RT_RW_RSC_RC, node60_winners3_RT_RW_RSC_RC, node60_winners6_RT_RW_RSC_RC, node60_winners9_RT_RW_RSC_RC
0-600, 0.09364775823454319, 0.26804857089448053, 0.3235249617084496, 0.07739677100343112, 0.18533604449809662, 0.2599134085612787, 0.05824911612580518, 0.1292487864900759, 0.20860259566693812, 0.04136649877265925, 0.12105509800202906, 0.19106048666332945, 0.04356910128047928, 0.11382681136501635, 0.16034226370149227
600-1200, 0.14036057927807344, 0.29811760459701586, 0.34728854370951306, 0.21840034818016651, 0.2367099228260594, 0.27752595500367083, 0.06908042761042231, 0.17597248162351875, 0.21737999875062855, 0.06101484020212594, 0.15909477547683748, 0.20408499494010576, 0.06250657749171153, 0.1314483447353408, 0.19989166445757878
1200-1800, 0.2524908563234418, 0.56293211029407, 0.5448013517074799, 0.30927419823814495, 0.6593574270255466, 0.5716228655118473, 0.1710923636502166, 0.3986079036038274, 0.6696317473951673, 1.306206046454304, 0.2479072856884147, 0.5264876892486705, 1.8220456764919915, 0.25310308806491644, 0.31935828535403055
1800-2400, 0.604781960643989, 0.94089501589849, 0.6637492195593813, 0.6766412259754819, 0.8763699881530402, 0.70764980436069, 0.7004388882337791, 1.088568641682827, 0.8275670741980523, 0.8031416201741416, 0.6962321685240012, 0.579826968472904, 2.3210410213215975, 0.6557941173920607, 0.7602713683151237
2400-3000, 1.3182027547626245, 1.4628722706129946, 2.841400120460535, 1.5074179952247735, 2.4787223995276984, 1.1204281977292259, 1.90180778171497, 0.7959064490536447, 1.4724600910156465, 1.7514195849736267, 1.153678914121155, 1.551368350151529, 1.372746874800589, 0.7578438354191241, 1.3190563487867784
3000-3600, 2.865870574606586, 1.7418278131929747, 2.3031571411964538, 2.0424140776501596, 3.4453567947683137, 2.923532920651744, 2.18026696587246, 2.5257444374159657, 1.7532085216093432, 1.731678731095691, 1.923009287843879, 3.269941394885489, 1.7586932990897322, 3.127542803512302, 2.0463688034538134
3600-4200, 3.320803898926364, 5.351102405944618, 8.068820205520318, 3.6470308571696375, 6.798469191259635, 4.410059563928104, 3.466966428900273, 4.712042562758843, 4.761918629656746, 1.5691808579978277, 3.7809724684867003, 3.2411651609104184, 2.7314848546628605, 3.1312537909817815, 7.084253801576709
4200-4800, 3.527601635286093, 9.41629165336287, 6.614598466991294, 4.479332284296524, 5.465550002219322, 5.00493895533289, 4.743666553261393, 7.83270862232232, 7.007140264278922, 3.07966253640242, 8.116007206305596, 6.821819408569711, 4.418726654389898, 6.914019184486245, 10.18124884363024
4800-5400, 6.1714737108929585, 7.098227249227855, 10.066288713393867, 5.424065462157426, 6.3826043268171855, 15.773348698166235, 8.881647570295751, 5.019425183825641, 6.976803804590082, 3.5782186742968203, 15.831528945228333, 9.677392355605692, 4.693363721471561, 4.123380680881013, 3.9410625203453358
5400-6000, 8.73222381170286, 5.800310234395836, 16.869956575388326, 5.415961895329774, 7.995320900226468, 13.9017076846654, 6.183553304133672, 13.43005789154786, 7.722683884720377, 8.162760891839701, 7.0277650491916965, 6.579988386729834, 6.710347481974855, 6.200887011501496, 6.560351901609993
6000-6600, 10.097269075294607, 14.451061353190363, 23.851419826433613, 8.318873145858792, 10.731334126074652, 12.113777857862033, 9.577729389883142, 13.05965712650095, 5.986745185656844, 10.367303120762438, 9.226078423271172, 11.657541883050389, 12.216568106532232, 6.074627368014835, 13.524345525056933
6600-7200, 12.229405285249676, 25.647666607800602, 21.580964619380293, 10.3762145884158, 12.819740107434567, 18.927429391834824, 9.63264987940961, 17.161375679462687, 9.302108549178438, 14.518289516695722, 9.272562158604426, 11.025275418354259, 6.360153277627983, 18.750255723588808, 7.753857182492035
7200-7800, 11.557638498008654, 19.561797099634305, 18.163633538755672, 12.805569609125262, 18.53705628189161, 29.10055724329302, 15.656710162294223, 20.77543412284177, 27.64520995262681, 17.19235982227642, 12.559403404684026, 17.301764279111037, 8.603015976804087, 16.7090769525414, 13.385834706467787
7800-8400, 20.080882920893508, 21.54250364312787, 30.35123928510186, 14.417458028933487, 17.60232155240089, 28.033615145802365, 13.097626994704052, 16.757854419124406, 15.597135852828, 21.16951540396782, 34.93794264860625, 19.293089877965826, 18.976427232913398, 10.707488372747566, 26.51158577215702
